CDIGO DO MUNICPIO - TOM;CDIGO DO MUNICPIO - IBGE;MUNICPIO - TOM;MUNICPIO - IBGE;UF
9443;5212303;LEOPOLDO DE BULHES;Leopoldo de Bulhes;GO
9445;5212501;LUZINIA;Luzinia;GO
9447;5212600;MAIRIPOTABA;Mairipotaba;GO
9449;5212709;MAMBA;Mamba;GO
9451;5212808;MARA ROSA;Mara Rosa;GO
9453;5212907;MARZAGO;Marzago;GO
9455;5216304;PARANAIGUARA;Paranaiguara;GO
9457;5213004;MAURILNDIA;Maurilndia;GO
9459;5213103;MINEIROS;Mineiros;GO
9461;1713205;MIRACEMA DO TOCANTINS;Miracema do Tocantins;TO
9463;1713304;MIRANORTE;Miranorte;TO
9465;5213400;MOIPOR;Moipor;GO
9467;5213509;MONTE ALEGRE DE GOIS;Monte Alegre de Gois;GO
9469;1713601;MONTE DO CARMO;Monte do Carmo;TO
9471;5213707;MONTES CLAROS DE GOIS;Montes Claros de Gois;GO
9473;5213806;MORRINHOS;Morrinhos;GO
9475;5213905;MOSSMEDES;Mossmedes;GO
9477;5214002;MOZARLNDIA;Mozarlndia;GO
9479;5214101;MUTUNPOLIS;Mutunpolis;GO
9481;1714203;NATIVIDADE;Natividade;TO
9483;1714302;NAZAR;Nazar;TO
9485;5214408;NAZRIO;Nazrio;GO
9487;5214507;NERPOLIS;Nerpolis;GO
9489;5214606;NIQUELNDIA;Niquelndia;GO
9491;5214705;NOVA AMRICA;Nova Amrica;GO
9493;5214804;NOVA AURORA;Nova Aurora;GO
9495;5214903;NOVA ROMA;Nova Roma;GO
9497;5215009;NOVA VENEZA;Nova Veneza;GO
9499;1715101;NOVO ACORDO;Novo Acordo;TO
9501;5215207;NOVO BRASIL;Novo Brasil;GO
9503;5215306;ORIZONA;Orizona;GO
9505;5215405;OURO VERDE DE GOIS;Ouro Verde de Gois;GO
9507;5215504;OUVIDOR;Ouvidor;GO
9509;5215603;PADRE BERNARDO;Padre Bernardo;GO
9511;5215702;PALMEIRAS DE GOIS;Palmeiras de Gois;GO
9513;5215801;PALMELO;Palmelo;GO
9515;5215900;PALMINPOLIS;Palminpolis;GO
9517;5216007;PANAM;Panam;GO
9519;1716109;PARASO DO TOCANTINS;Paraso do Tocantins;TO
9521;1716208;PARAN;Paran;TO
9523;5216403;PARANA;Parana;GO
9525;1716505;PEDRO AFONSO;Pedro Afonso;TO
9527;1716604;PEIXE;Peixe;TO
9529;1716703;COLMIA;Colmia;TO
9531;5216809;PETROLINA DE GOIS;Petrolina de Gois;GO
9533;1709005;GOIATINS;Goiatins;TO
9535;5216908;PILAR DE GOIS;Pilar de Gois;GO
9537;1717008;PINDORAMA DO TOCANTINS;Pindorama do Tocantins;TO
9539;5217104;PIRACANJUBA;Piracanjuba;GO
9541;5217203;PIRANHAS;Piranhas;GO
9543;5217302;PIRENPOLIS;Pirenpolis;GO
9545;5217401;PIRES DO RIO;Pires do Rio;GO
9547;1717503;PIUM;Pium;TO
9549;5217708;PONTALINA;Pontalina;GO
9551;1717800;PONTE ALTA DO BOM JESUS;Ponte Alta do Bom Jesus;TO
9553;1717909;PONTE ALTA DO TOCANTINS;Ponte Alta do Tocantins;TO
9555;5218003;PORANGATU;Porangatu;GO
9557;5218102;PORTELNDIA;Portelndia;GO
9559;1718204;PORTO NACIONAL;Porto Nacional;TO
9561;5218300;POSSE;Posse;GO
9563;5218508;QUIRINPOLIS;Quirinpolis;GO
9565;5218607;RIALMA;Rialma;GO
9567;5218706;RIANPOLIS;Rianpolis;GO
9569;1712405;LIZARDA;Lizarda;TO
9707;0;EXTERIOR;;EX
1070;5204854;CAMPO LIMPO DE GOIS;Campo Limpo de Gois;GO
1072;5208152;GAMELEIRA DE GOIS;Gameleira de Gois;GO
1074;5210158;IPIRANGA DE GOIS;Ipiranga de Gois;GO
1076;5212253;LAGOA SANTA;Lagoa Santa;GO
1078;5101852;BOM JESUS DO ARAGUAIA;Bom Jesus do Araguaia;MT
1080;5103254;COLNIZA;Colniza;MT
1082;5103361;CONQUISTA D'OESTE;Conquista D'Oeste;MT
1084;5103437;CURVELNDIA;Curvelndia;MT
1086;5106174;NOVA NAZAR;Nova Nazar;MT
1088;5106190;NOVA SANTA HELENA;Nova Santa Helena;MT
1090;5106315;NOVO SANTO ANTNIO;Novo Santo Antnio;MT
1092;5107578;RONDOLNDIA;Rondolndia;MT
1110;2903276;BARROCAS;Barrocas;BA
1112;2919553;LUS EDUARDO MAGALHES;Lus Eduardo Magalhes;BA
1114;3202256;GOVERNADOR LINDENBERG;Governador Lindenberg;ES
1180;2206720;NAZRIA;Nazria;PI
1190;1504752;MOJU DOS CAMPOS;Moju dos Campos;PA
1192;4220000;BALNERIO RINCO;Balnerio Rinco;SC
1194;4212650;PESCARIA BRAVA;Pescaria Brava;SC
1196;5006275;PARASO DAS GUAS;Paraso das guas;MS
8679;4309001;GIRU;Giru;RS
8681;4309100;GRAMADO;Gramado;RS
8683;4309209;GRAVATA;Gravata;RS
8685;4309308;GUABA;Guaba;RS
8687;4309407;GUAPOR;Guapor;RS
8689;4309506;GUARANI DAS MISSES;Guarani das Misses;RS
8691;4309605;HORIZONTINA;Horizontina;RS
8693;4305355;CHARQUEADAS;Charqueadas;RS
8695;4309704;HUMAIT;Humait;RS
8697;4309803;IBIA;Ibia;RS
8699;4309902;IBIRAIARAS;Ibiraiaras;RS
8701;4310009;IBIRUB;Ibirub;RS
8703;4310108;IGREJINHA;Igrejinha;RS
8705;4310207;IJU;Iju;RS
8707;4310306;ILPOLIS;Ilpolis;RS
8709;4310405;INDEPENDNCIA;Independncia;RS
8711;4310504;IRA;Ira;RS
8713;4310603;ITAQUI;Itaqui;RS
8715;4310702;ITATIBA DO SUL;Itatiba do Sul;RS
8717;4310801;IVOTI;Ivoti;RS
8719;4310900;JACUTINGA;Jacutinga;RS
8721;4311007;JAGUARO;Jaguaro;RS
8723;4311106;JAGUARI;Jaguari;RS
8725;4311205;JLIO DE CASTILHOS;Jlio de Castilhos;RS
8727;4311304;LAGOA VERMELHA;Lagoa Vermelha;RS
8729;4311403;LAJEADO;Lajeado;RS
8731;4311502;LAVRAS DO SUL;Lavras do Sul;RS
8733;4311601;LIBERATO SALZANO;Liberato Salzano;RS
8735;4311700;MACHADINHO;Machadinho;RS
8737;4311809;MARAU;Marau;RS
8739;4311908;MARCELINO RAMOS;Marcelino Ramos;RS
8741;4312005;MARIANO MORO;Mariano Moro;RS
8743;4312104;MATA;Mata;RS
8745;4312203;MAXIMILIANO DE ALMEIDA;Maximiliano de Almeida;RS
8747;4312302;MIRAGUA;Miragua;RS
8749;4312401;MONTENEGRO;Montenegro;RS
8751;4312500;MOSTARDAS;Mostardas;RS
8753;4312609;MUUM;Muum;RS
8755;4312658;NO-ME-TOQUE;No-Me-Toque;RS
8757;4312708;NONOAI;Nonoai;RS
8759;4312807;NOVA ARA;Nova Ara;RS
8761;4312906;NOVA BASSANO;Nova Bassano;RS
8763;4313003;NOVA BRSCIA;Nova Brscia;RS
8765;4313102;NOVA PALMA;Nova Palma;RS
8767;4313201;NOVA PETRPOLIS;Nova Petrpolis;RS
8769;4313300;NOVA PRATA;Nova Prata;RS
8771;4313409;NOVO HAMBURGO;Novo Hamburgo;RS
8773;4313508;OSRIO;Osrio;RS
8775;4313607;PAIM FILHO;Paim Filho;RS
8777;4313706;PALMEIRA DAS MISSES;Palmeira das Misses;RS
8779;4313805;PALMITINHO;Palmitinho;RS
8781;4313904;PANAMBI;Panambi;RS
8783;4314001;PARA;Para;RS
8785;4314100;PASSO FUNDO;Passo Fundo;RS
8787;4314209;PEDRO OSRIO;Pedro Osrio;RS
8789;4314308;PEJUARA;Pejuara;RS
8791;4314407;PELOTAS;Pelotas;RS
8793;4314506;PINHEIRO MACHADO;Pinheiro Machado;RS
8795;4314605;PIRATINI;Piratini;RS
8797;4314704;PLANALTO;Planalto;RS
8799;4314803;PORTO;Porto;RS
8801;4314902;PORTO ALEGRE;Porto Alegre;RS
8803;4315008;PORTO LUCENA;Porto Lucena;RS
8805;4315107;PORTO XAVIER;Porto Xavier;RS
8807;4315206;PUTINGA;Putinga;RS
8809;4315305;QUARA;Quara;RS
8811;4315404;REDENTORA;Redentora;RS
8813;4315503;RESTINGA SECA;Restinga Sca;RS
8815;4315602;RIO GRANDE;Rio Grande;RS
8817;4315701;RIO PARDO;Rio Pardo;RS
8819;4315800;ROCA SALES;Roca Sales;RS
8821;4315909;RODEIO BONITO;Rodeio Bonito;RS
8823;4316006;ROLANTE;Rolante;RS
8825;4316105;RONDA ALTA;Ronda Alta;RS
8827;4316204;RONDINHA;Rondinha;RS
8829;4316303;ROQUE GONZALES;Roque Gonzales;RS
8831;4316402;ROSRIO DO SUL;Rosrio do Sul;RS
8833;4316501;SALVADOR DO SUL;Salvador do Sul;RS
8835;4316600;SANANDUVA;Sananduva;RS
8837;4316709;SANTA BRBARA DO SUL;Santa Brbara do Sul;RS
8839;4316808;SANTA CRUZ DO SUL;Santa Cruz do Sul;RS
8841;4316907;SANTA MARIA;Santa Maria;RS
8843;4317004;SANTANA DA BOA VISTA;Santana da Boa Vista;RS
8845;4317103;SANTANA DO LIVRAMENTO;Sant'Ana do Livramento;RS
8847;4317202;SANTA ROSA;Santa Rosa;RS
8849;4317301;SANTA VITRIA DO PALMAR;Santa Vitria do Palmar;RS
8851;4317400;SANTIAGO;Santiago;RS
8853;4317509;SANTO NGELO;Santo ngelo;RS
8855;4317608;SANTO ANTNIO DA PATRULHA;Santo Antnio da Patrulha;RS
8857;4317707;SANTO ANTNIO DAS MISSES;Santo Antnio das Misses;RS
8859;4317806;SANTO AUGUSTO;Santo Augusto;RS
8861;4317905;SANTO CRISTO;Santo Cristo;RS
8863;4318002;SO BORJA;So Borja;RS
8865;4318101;SO FRANCISCO DE ASSIS;So Francisco de Assis;RS
8867;4318200;SO FRANCISCO DE PAULA;So Francisco de Paula;RS
8869;4318309;SO GABRIEL;So Gabriel;RS
8871;4318408;SO JERNIMO;So Jernimo;RS
8873;4318507;SO JOS DO NORTE;So Jos do Norte;RS
8875;4318606;SO JOS DO OURO;So Jos do Ouro;RS
8877;4318705;SO LEOPOLDO;So Leopoldo;RS
8879;4318804;SO LOURENO DO SUL;So Loureno do Sul;RS
8881;4318903;SO LUIZ GONZAGA;So Luiz Gonzaga;RS
8883;4319000;SO MARCOS;So Marcos;RS
8885;4319109;SO MARTINHO;So Martinho;RS
8887;4319208;SO NICOLAU;So Nicolau;RS
8889;4319307;SO PAULO DAS MISSES;So Paulo das Misses;RS
8891;4319406;SO PEDRO DO SUL;So Pedro do Sul;RS
8893;4319505;SO SEBASTIO DO CA;So Sebastio do Ca;RS
8895;4319604;SO SEP;So Sep;RS
8897;4319703;SO VALENTIM;So Valentim;RS
8899;4319901;SAPIRANGA;Sapiranga;RS
8901;4320008;SAPUCAIA DO SUL;Sapucaia do Sul;RS
8903;4320107;SARANDI;Sarandi;RS
8905;4320206;SEBERI;Seberi;RS
8907;4320305;SELBACH;Selbach;RS
8909;4320404;SERAFINA CORRA;Serafina Corra;RS
8911;4320503;SERTO;Serto;RS
8913;4320602;SEVERIANO DE ALMEIDA;Severiano de Almeida;RS
8915;4304630;CAPO DA CANOA;Capo da Canoa;RS
8917;4320701;SOBRADINHO;Sobradinho;RS
8919;4320800;SOLEDADE;Soledade;RS
8921;4320909;TAPEJARA;Tapejara;RS
8923;4321006;TAPERA;Tapera;RS
8925;4321105;TAPES;Tapes;RS
8927;4321204;TAQUARA;Taquara;RS
8929;4321303;TAQUARI;Taquari;RS
8931;4321402;TENENTE PORTELA;Tenente Portela;RS
8933;4321501;TORRES;Torres;RS
8935;4321600;TRAMANDA;Tramanda;RS
8937;4321709;TRS COROAS;Trs Coroas;RS
8939;4321808;TRS DE MAIO;Trs de Maio;RS
8941;4321907;TRS PASSOS;Trs Passos;RS
8943;4322004;TRIUNFO;Triunfo;RS
8945;4322103;TUCUNDUVA;Tucunduva;RS
8947;4322202;TUPANCIRET;Tupanciret;RS
8949;4322301;TUPARENDI;Tuparendi;RS
8951;4322400;URUGUAIANA;Uruguaiana;RS
8953;4322509;VACARIA;Vacaria;RS
8955;4322608;VENNCIO AIRES;Venncio Aires;RS
8957;4322707;VERA CRUZ;Vera Cruz;RS
8959;4322806;VERANPOLIS;Veranpolis;RS
8961;4322905;VIADUTOS;Viadutos;RS
8963;4323002;VIAMO;Viamo;RS
8965;4323101;VICENTE DUTRA;Vicente Dutra;RS
8967;4313656;PALMARES DO SUL;Palmares do Sul;RS
8969;4323200;VICTOR GRAEFF;Victor Graeff;RS
8971;4321352;TAVARES;Tavares;RS
8973;4304663;CAPO DO LEO;Capo do Leo;RS
8975;4316451;SALTO DO JACU;Salto do Jacu;RS
8977;4305959;COTIPOR;Cotipor;RS
8979;5103205;COLDER;Colder;MT
8981;5106208;NOVA BRASILNDIA;Nova Brasilndia;MT
8983;5106307;PARANATINGA;Paranatinga;MT
8985;5107909;SINOP;Sinop;MT
8987;5100250;ALTA FLORESTA;Alta Floresta;MT
8989;5101258;ARAPUTANGA;Araputanga;MT
8991;5105002;JAURU;Jauru;MT
8993;5107107;SO JOS DOS QUATRO MARCOS;So Jos dos Quatro Marcos;MT
8995;5107206;RIO BRANCO;Rio Branco;MT
8997;5107750;SALTO DO CU;Salto do Cu;MT
8999;5106752;PONTES E LACERDA;Pontes e Lacerda;MT
9001;5100102;ACORIZAL;Acorizal;MT
9003;5000203;GUA CLARA;gua Clara;MS
9005;5100300;ALTO ARAGUAIA;Alto Araguaia;MT
9007;5100409;ALTO GARAS;Alto Garas;MT
9009;5100508;ALTO PARAGUAI;Alto Paraguai;MT
9011;5000609;AMAMBA;Amambai;MS
9013;5000708;ANASTCIO;Anastcio;MS
9015;5000807;ANAURILNDIA;Anaurilndia;MS
9017;5000906;ANTNIO JOO;Antnio Joo;MS
9019;5001003;APARECIDA DO TABOADO;Aparecida do Taboado;MS
9021;5001102;AQUIDAUANA;Aquidauana;MS
9023;5101209;ARAGUAINHA;Araguainha;MT
9025;5101308;ARENPOLIS;Arenpolis;MT
9027;5101407;ARIPUAN;Aripuan;MT
9029;5001508;BANDEIRANTES;Bandeirantes;MS
9031;5101605;BARO DE MELGAO;Baro de Melgao;MT
9033;5101704;BARRA DO BUGRES;Barra do Bugres;MT
9035;5101803;BARRA DO GARAS;Barra do Garas;MT
9037;5001904;BATAGUASSU;Bataguassu;MS
9039;5002001;BATAYPOR;Bataypor;MS
9041;5002100;BELA VISTA;Bela Vista;MS
9043;5002209;BONITO;Bonito;MS
9045;5002308;BRASILNDIA;Brasilndia;MS
9047;5102504;CCERES;Cceres;MT
9049;5002605;CAMAPU;Camapu;MS
9051;5002704;CAMPO GRANDE;Campo Grande;MS
9053;5002803;CARACOL;Caracol;MS
9055;5002407;CAARAP;Caarap;MS
9057;5002902;CASSILNDIA;Cassilndia;MS
9059;5103007;CHAPADA DOS GUIMARES;Chapada dos Guimares;MT
9061;5003108;CORGUINHO;Corguinho;MS
9063;5003207;CORUMB;Corumb;MS
9065;5003306;COXIM;Coxim;MS
9067;5103403;CUIAB;Cuiab;MT
9069;5103502;DIAMANTINO;Diamantino;MT
9071;5103601;DOM AQUINO;Dom Aquino;MT
9073;5003702;DOURADOS;Dourados;MS
9075;5003801;FTIMA DO SUL;Ftima do Sul;MS
9077;5103908;GENERAL CARNEIRO;General Carneiro;MT
9079;5004007;GLRIA DE DOURADOS;Glria de Dourados;MS
9081;5004106;GUIA LOPES DA LAGUNA;Guia Lopes da Laguna;MS
9083;5104203;GUIRATINGA;Guiratinga;MT
9085;5004304;IGUATEMI;Iguatemi;MS
9087;5004403;INOCNCIA;Inocncia;MS
9089;5004502;ITAPOR;Itapor;MS
9091;5104609;ITIQUIRA;Itiquira;MT
9093;5004700;IVINHEMA;Ivinhema;MS
9095;5104807;JACIARA;Jaciara;MT
9097;5004908;JARAGUARI;Jaraguari;MS
9099;5005004;JARDIM;Jardim;MS
9101;5005103;JATE;Jate;MS
9103;5005202;LADRIO;Ladrio;MS
9105;5105309;LUCIRA;Luciara;MT
9107;5005400;MARACAJU;Maracaju;MS
9109;5105507;VILA BELA DA SANTSSIMA TRINDADE;Vila Bela da Santssima Trindade;MT
9111;5005608;MIRANDA;Miranda;MS
9113;5005707;NAVIRA;Navira;MS
9115;5005806;NIOAQUE;Nioaque;MS
9117;5105903;NOBRES;Nobres;MT
9119;5106000;NORTELNDIA;Nortelndia;MT
9121;5106109;NOSSA SENHORA DO LIVRAMENTO;Nossa Senhora do Livramento;MT
9123;5006200;NOVA ANDRADINA;Nova Andradina;MS
9125;5006309;PARANABA;Paranaba;MS
9127;5006408;PEDRO GOMES;Pedro Gomes;MS
9129;5106505;POCON;Pocon;MT
9131;5006606;PONTA POR;Ponta Por;MS
9133;5106703;PONTE BRANCA;Ponte Branca;MT
9135;5106802;PORTO DOS GACHOS;Porto dos Gachos;MT
9137;5006903;PORTO MURTINHO;Porto Murtinho;MS
9139;5107008;POXORU;Poxoru;MT
9141;5007109;RIBAS DO RIO PARDO;Ribas do Rio Pardo;MS
9143;5007208;RIO BRILHANTE;Rio Brilhante;MS
9145;5007307;RIO NEGRO;Rio Negro;MS
9147;5007406;RIO VERDE DE MATO GROSSO;Rio Verde de Mato Grosso;MS
9149;5007505;ROCHEDO;Rochedo;MS
9151;5107602;RONDONPOLIS;Rondonpolis;MT
9153;5107701;ROSRIO OESTE;Rosrio Oeste;MT
9155;5107800;SANTO ANTNIO DO LEVERGER;Santo Antnio do Leverger;MT
9157;5007901;SIDROLNDIA;Sidrolndia;MS
9159;5008008;TERENOS;Terenos;MS
9161;5108105;TESOURO;Tesouro;MT
9163;5108204;TORIXORU;Torixoru;MT
9165;5008305;TRS LAGOAS;Trs Lagoas;MS
9167;5108402;VRZEA GRANDE;Vrzea Grande;MT
9169;5000856;ANGLICA;Anglica;MS
9171;5001243;ARAL MOREIRA;Aral Moreira;MS
9173;5003751;ELDORADO;Eldorado;MS
9175;5003454;DEODPOLIS;Deodpolis;MS
9177;5105622;MIRASSOL D'OESTE;Mirassol d'Oeste;MT
9179;5005681;MUNDO NOVO;Mundo Novo;MS
9181;5106372;PEDRA PRETA;Pedra Preta;MT
9183;5107859;SO FLIX DO ARAGUAIA;So Flix do Araguaia;MT
9185;5107958;TANGAR DA SERRA;Tangar da Serra;MT
9187;5008404;VICENTINA;Vicentina;MS
9189;5105200;JUSCIMEIRA;Juscimeira;MT
9191;5100201;GUA BOA;gua Boa;MT
9193;5102702;CANARANA;Canarana;MT
9195;5106257;NOVA XAVANTINA;Nova Xavantina;MT
9197;5107776;SANTA TEREZINHA;Santa Terezinha;MT
9199;5107305;SO JOS DO RIO CLARO;So Jos do Rio Claro;MT
9201;5200100;ABADINIA;Abadinia;GO
9203;5200209;GUA LIMPA;gua Limpa;GO
9205;5200308;ALEXNIA;Alexnia;GO
9207;1700400;ALMAS;Almas;TO
9209;5200506;ALONDIA;Alondia;GO
9211;5200605;ALTO PARASO DE GOIS;Alto Paraso de Gois;GO
9213;1700707;ALVORADA;Alvorada;TO
9215;5200803;ALVORADA DO NORTE;Alvorada do Norte;GO
9217;5200902;AMORINPOLIS;Amorinpolis;GO
9219;1701002;ANANS;Anans;TO
9221;5201108;ANPOLIS;Anpolis;GO
9223;5201207;ANHANGUERA;Anhanguera;GO
9225;5201306;ANICUNS;Anicuns;GO
9227;5201405;APARECIDA DE GOINIA;Aparecida de Goinia;GO
9229;5201504;APOR;Apor;GO
9231;5201603;ARAU;Arau;GO
9233;5201702;ARAGARAS;Aragaras;GO
9235;5201801;ARAGOINIA;Aragoinia;GO
9237;1701903;ARAGUACEMA;Araguacema;TO
9239;1702000;ARAGUAU;Araguau;TO
9241;1702109;ARAGUANA;Araguana;TO
9243;1702208;ARAGUATINS;Araguatins;TO
9245;1702307;ARAPOEMA;Arapoema;TO
9247;1702406;ARRAIAS;Arraias;TO
9249;5202502;ARUAN;Aruan;GO
9251;5202601;AURILNDIA;Aurilndia;GO
9253;1702703;AURORA DO TOCANTINS;Aurora do Tocantins;TO
9255;5202809;AVELINPOLIS;Avelinpolis;GO
9257;1702901;AXIX DO TOCANTINS;Axix do Tocantins;TO
9259;1703008;BABAULNDIA;Babaulndia;TO
9261;5203104;BALIZA;Baliza;GO
9263;5203203;BARRO ALTO;Barro Alto;GO
9265;5203302;BELA VISTA DE GOIS;Bela Vista de Gois;GO
9267;5203401;BOM JARDIM DE GOIS;Bom Jardim de Gois;GO
9269;5203500;BOM JESUS;Bom Jesus de Gois;GO
9271;5203609;BRAZABRANTES;Brazabrantes;GO
9273;1703701;BREJINHO DE NAZAR;Brejinho de Nazar;TO
9275;5203807;BRITNIA;Britnia;GO
9277;5203906;BURITI ALEGRE;Buriti Alegre;GO
9279;5204003;CABECEIRAS;Cabeceiras;GO
9281;5204102;CACHOEIRA ALTA;Cachoeira Alta;GO
9283;5204201;CACHOEIRA DE GOIS;Cachoeira de Gois;GO
9285;5204300;CAU;Cau;GO
9287;5204409;CAIAPNIA;Caiapnia;GO
9289;5204508;CALDAS NOVAS;Caldas Novas;GO
9291;5204607;CAMPESTRE DE GOIS;Campestre de Gois;GO
9293;5204706;CAMPINORTE;Campinorte;GO
9295;5204805;CAMPO ALEGRE DE GOIS;Campo Alegre de Gois;GO
9297;5204904;CAMPOS BELOS;Campos Belos;GO
9299;5205000;CARMO DO RIO VERDE;Carmo do Rio Verde;GO
9301;5205109;CATALO;Catalo;GO
9303;5205208;CATURA;Catura;GO
9305;5205307;CAVALCANTE;Cavalcante;GO
9307;5205406;CERES;Ceres;GO
9309;5208301;DIVINPOLIS DE GOIS;Divinpolis de Gois;GO
9311;1705508;COLINAS DO TOCANTINS;Colinas do Tocantins;TO
9313;1705607;CONCEIO DO TOCANTINS;Conceio do Tocantins;TO
9315;5205703;CRREGO DO OURO;Crrego do Ouro;GO
9317;5205802;CORUMB DE GOIS;Corumb de Gois;GO
9319;5205901;CORUMBABA;Corumbaba;GO
9321;1706001;COUTO DE MAGALHES;Couto Magalhes;TO
9323;1706100;CRISTALNDIA;Cristalndia;TO
9325;5206206;CRISTALINA;Cristalina;GO
9327;5206305;CRISTIANPOLIS;Cristianpolis;GO
9329;5206404;CRIXS;Crixs;GO
9331;5206503;CROMNIA;Cromnia;GO
9333;5206602;CUMARI;Cumari;GO
9335;5206701;DAMIANPOLIS;Damianpolis;GO
9337;5206800;DAMOLNDIA;Damolndia;GO
9339;5206909;DAVINPOLIS;Davinpolis;GO
9341;1707009;DIANPOLIS;Dianpolis;TO
9343;5207105;DIORAMA;Diorama;GO
9345;1707207;DOIS IRMOS DO TOCANTINS;Dois Irmos do Tocantins;TO
9347;1707306;DUER;Duer;TO
9349;5207402;EDIA;Edia;GO
9351;5207501;ESTRELA DO NORTE;Estrela do Norte;GO
9353;5207600;FAZENDA NOVA;Fazenda Nova;GO
9355;1707702;FILADLFIA;Filadlfia;TO
9357;5207808;FIRMINPOLIS;Firminpolis;GO
9571;5218805;RIO VERDE;Rio Verde;GO
9573;5218904;RUBIATABA;Rubiataba;GO
9575;5219001;SANCLERLNDIA;Sanclerlndia;GO
9577;5219100;SANTA BRBARA DE GOIS;Santa Brbara de Gois;GO
9579;5219209;SANTA CRUZ DE GOIS;Santa Cruz de Gois;GO
9581;5219308;SANTA HELENA DE GOIS;Santa Helena de Gois;GO
9583;5219407;SANTA RITA DO ARAGUAIA;Santa Rita do Araguaia;GO
9585;5219506;SANTA ROSA DE GOIS;Santa Rosa de Gois;GO
9587;5219605;SANTA TEREZA DE GOIS;Santa Tereza de Gois;GO
9589;5219704;SANTA TEREZINHA DE GOIS;Santa Terezinha de Gois;GO
9591;5219803;SO DOMINGOS;So Domingos;GO
9593;5219902;SO FRANCISCO DE GOIS;So Francisco de Gois;GO
9595;5217609;PLANALTINA;Planaltina;GO
9597;5220009;SO JOO D'ALIANA;So Joo d'Aliana;GO
9599;5220108;SO LUS DE MONTES BELOS;So Lus de Montes Belos;GO
9601;5220207;SO MIGUEL DO ARAGUAIA;So Miguel do Araguaia;GO
9603;1720309;SO SEBASTIO DO TOCANTINS;So Sebastio do Tocantins;TO
9605;5220405;SO SIMO;So Simo;GO
9607;5220504;SERRANPOLIS;Serranpolis;GO
9609;5220603;SILVNIA;Silvnia;GO
9611;5220702;STIO D'ABADIA;Stio d'Abadia;GO
9613;1720804;STIO NOVO DO TOCANTINS;Stio Novo do Tocantins;TO
9615;1720903;TAGUATINGA;Taguatinga;TO
9617;5221007;TAQUARAL DE GOIS;Taquaral de Gois;GO
9619;1721109;TOCANTNIA;Tocantnia;TO
9621;1721208;TOCANTINPOLIS;Tocantinpolis;TO
9623;5221304;TRS RANCHOS;Trs Ranchos;GO
9625;5221403;TRINDADE;Trindade;GO
9627;1709302;GUARA;Guara;TO
9629;1718402;PRESIDENTE KENNEDY;Presidente Kennedy;TO
9631;5221502;TURVNIA;Turvnia;GO
9633;5221601;URUAU;Uruau;GO
9635;5221700;URUANA;Uruana;GO
9637;5221809;URUTA;Uruta;GO
9639;5221908;VARJO;Varjo;GO
9641;5222005;VIANPOLIS;Vianpolis;GO
9643;1722107;XAMBIO;Xambio;TO
9645;5200134;ACRENA;Acrena;GO
9647;5213087;MINAU;Minau;GO
9649;1715754;PALMEIRPOLIS;Palmeirpolis;TO
9651;5214051;MUNDO NOVO;Mundo Novo;GO
9653;5214838;NOVA CRIXS;Nova Crixs;GO
9655;5214861;NOVA GLRIA;Nova Glria;GO
9657;5222054;VICENTINPOLIS;Vicentinpolis;GO
9659;1720655;SILVANPOLIS;Silvanpolis;TO
9661;5200852;AMERICANO DO BRASIL;Americano do Brasil;GO
9663;1714880;NOVA OLINDA;Nova Olinda;TO
9665;1722081;WANDERLNDIA;Wanderlndia;TO
9667;1707652;FIGUEIRPOLIS;Figueirpolis;TO
9669;5202155;ARAGUAPAZ;Araguapaz;GO
9671;5202353;ARENPOLIS;Arenpolis;GO
9673;5204250;CACHOEIRA DOURADA;Cachoeira Dourada;GO
9675;5207253;DOVERLNDIA;Doverlndia;GO
9677;5219753;SANTO ANTNIO DO DESCOBERTO;Santo Antnio do Descoberto;GO
9679;1718758;RIO SONO;Rio Sono;TO
9681;5209952;INDIARA;Indiara;GO
9683;1707553;FTIMA;Ftima;TO
9685;1702554;AUGUSTINPOLIS;Augustinpolis;TO
9687;5204656;CAMPINAU;Campinau;GO
9689;5219357;SANTA ISABEL;Santa Isabel;GO
9691;1720499;SO VALRIO DA NATIVIDADE;So Valrio;TO
9693;1703107;BARROLNDIA;Barrolndia;TO
9695;1703206;BERNARDO SAYO;Bernardo Sayo;TO
9697;1705557;COMBINADO;Combinado;TO
9699;1708304;GOIANORTE;Goianorte;TO
9701;5300108;BRASLIA;Braslia;DF
9703;1715150;NOVO ALEGRE;Novo Alegre;TO
9705;1716653;PEQUIZEIRO;Pequizeiro;TO
9711;1712504;MARIANPOLIS DO TOCANTINS;Marianpolis do Tocantins;TO
9713;1701101;APARECIDA DO RIO NEGRO;Aparecida do Rio Negro;TO
9715;1703800;BURITI DO TOCANTINS;Buriti do Tocantins;TO
9717;1703909;CASEARA;Caseara;TO
9719;1707108;DIVINPOLIS DO TOCANTINS;Divinpolis do Tocantins;TO
9721;1715002;NOVA ROSALNDIA;Nova Rosalndia;TO
9723;1718006;PORTO ALEGRE DO TOCANTINS;Porto Alegre do Tocantins;TO
9725;1718303;PRAIA NORTE;Praia Norte;TO
9727;1718808;SAMPAIO;Sampaio;TO
9729;1718907;SANTA ROSA DO TOCANTINS;Santa Rosa do Tocantins;TO
9731;1719004;SANTA TEREZA DO TOCANTINS;Santa Tereza do Tocantins;TO
9733;1721000;PALMAS;Palmas;TO
